Bank,FIPSStateNumericCode,FIPSCountyCode,CoreBasedStatisticalAreaCode,CensusTractIdentifier,CensusTractMinorityRatioPercent,CensusTractMedFamIncomeAmount,LocalAreaMedianIncomeAmount,TotalMonthlyIncomeAmount,HUDMedianIncomeAmount,LoanAcquisitionActualUPBAmt,LTVRatioPercent,LoanPurposeType,MortgageType,ScheduledTotalPaymentCount,LoanAmortizationMaxTermMonths,MortgageLoanSellerInstType,BorrowerCount,BorrowerFirstTimeHomebuyer,Borrower1Race1Type,Borrower2Race1Type,Borrower1GenderType,Borrower2GenderType,Borrower1AgeAtApplicationYears,Borrower2AgeAtApplicationYears,PropertyUsageType,PropertyUnitCount,NoteRatePercent,NoteAmount,HousingExpenseRatioPercent,TotalDebtExpenseRatioPercent,Borrower1CreditScoreValue,Borrower2CreditScoreValue,PMICoveragePercent,EmploymentBorrowerSelfEmployed,PropertyType,MarginRatePercent,Borrower1EthnicityType,Borrower2EthnicityType,HOEPALoanStatusType
2.0,35.0,90.0,143.0,3374.0,13.0,91714,75749,5000,80800,149700,75.0,2,0,360,360,1,1,0,0,8,2,4,47,998,1,1,3.5,149700,20.0,34.0,0,1,0.0,0,0.0,1.0,2,5,2
2.0,35.0,28.0,162.0,1109.0,16.0,108125,74750,8750,77900,150000,35.0,6,0,180,180,1,1,0,0,8,1,4,61,998,1,1,3.125,150000,23.0,25.0,0,1,0.0,0,0.0,1.0,2,5,2
2.0,14.0,50.0,140.0,3550.0,27.0,155608,81266,17783,87400,178000,73.0,6,0,360,360,1,1,0,0,8,1,4,74,998,1,1,4.0,178000,5.0,20.0,0,1,0.0,1,6.0,1.0,2,5,2
2.0,14.0,18.0,143.0,4715.0,3.0,83328,75749,11983,80800,143300,77.0,2,0,360,360,1,2,1,0,5,1,2,35,36,1,1,3.875,143300,8.0,43.0,0,0,0.0,0,0.0,1.0,2,2,2
2.0,35.0,54.0,721.0,1116.0,10.0,83092,64464,4781,68900,167200,80.0,1,0,360,360,1,1,0,0,8,1,4,42,998,1,1,3.625,167200,29.0,35.0,0,1,0.0,0,0.0,1.0,2,5,2
0.0,2.0,1.0,676.0,313.0,27.474,105196,57593,6893,54100,175750,95.0,1,0,360,360,1,1,0,0,8,1,4,50,998,1,1,4.25,175750,17.17,29.63,0,1,30.0,1,0.0,1.0,2,5,2
2.0,35.0,92.0,794.0,566.0,2.0,69853,64398,6872,68600,156000,80.0,1,0,360,360,1,2,0,0,5,1,2,53,55,1,1,3.875,156000,14.0,14.0,0,1,0.0,0,0.0,1.0,2,2,2
6.0,32.0,52.0,9.0,4447.0,13.624,128404,86808,5350,89900,150000,69.0,6,0,360,360,1,1,0,0,8,1,4,44,998,1,1,3.75,150000,20.4,39.48,0,1,0.0,0,0.0,1.0,2,5,2
6.0,32.0,0.0,9.0,2278.0,22.923,105804,86808,3936,89900,148000,80.0,6,0,360,360,1,1,0,0,8,2,4,59,998,1,1,3.5,148000,25.65,34.89,0,1,0.0,0,0.0,1.0,2,5,2
0.0,21.0,16.0,785.0,9914.0,4.927,85164,87146,4623,95300,159000,73.0,6,0,360,360,1,2,1,0,5,1,2,74,66,1,1,4.125,159000,24.15,45.0,0,0,0.0,1,0.0,1.0,2,2,2
6.0,32.0,60.0,78.0,2573.0,4.298,61806,66566,5230,70500,175000,70.0,6,0,360,360,1,1,0,0,8,1,4,63,998,1,1,3.5,175000,18.69,32.0,0,1,0.0,0,0.0,1.0,2,5,2
0.0,9.0,48.0,467.0,1037.0,86.449,62026,61109,3813,64600,134400,80.0,1,0,360,360,1,1,1,0,8,1,4,59,998,1,1,4.125,134400,36.58,47.46,0,1,0.0,1,5.0,1.0,1,5,2
2.0,35.0,54.0,721.0,1433.0,8.0,113468,64464,10111,68900,175000,78.0,6,0,360,360,1,1,0,0,8,1,4,57,998,1,1,3.875,175000,12.0,26.0,0,1,0.0,0,0.0,1.0,2,5,2
6.0,32.0,3.0,78.0,2271.0,7.047,79500,66566,6979,70500,145600,80.0,1,0,360,360,1,1,0,0,8,2,4,38,998,1,1,3.75,145600,17.02,30.49,0,1,0.0,1,0.0,1.0,2,5,2
0.0,21.0,16.0,785.0,9921.0,10.2,70104,87146,6236,95300,156900,61.0,1,0,240,240,1,1,1,0,8,2,4,60,998,1,1,4.125,156900,20.79,23.9,0,1,0.0,1,0.0,1.0,2,5,2
6.0,32.0,3.0,78.0,2064.0,11.501,68309,66566,5386,70500,145500,89.0,2,0,360,360,1,2,0,0,5,1,2,48,45,1,1,3.5,145500,20.21,41.09,0,0,25.0,1,0.0,1.0,2,2,2
2.0,35.0,54.0,721.0,1583.0,15.0,75809,64464,6439,68900,133000,77.0,1,0,360,360,1,1,1,0,8,2,4,56,998,1,1,3.75,133000,16.0,16.0,0,1,0.0,0,0.0,1.0,2,5,2
0.0,21.0,4.0,91.0,6565.0,16.259,97117,102945,3657,109200,138000,80.0,1,0,360,360,1,1,1,0,8,2,4,38,998,1,1,4.0,138000,28.72,33.56,0,1,0.0,1,5.0,1.0,2,5,2
2.0,35.0,6.0,794.0,3612.0,2.0,86384,72236,5940,73200,146800,95.0,2,0,360,360,1,1,0,0,8,1,4,24,998,1,1,3.5,146800,16.0,24.0,0,1,30.0,0,0.0,1.0,2,5,2
0.0,19.0,3.0,794.0,11669.0,2.279,65063,59504,9052,64800,134400,80.0,1,0,360,360,1,2,1,0,5,2,1,52,52,2,1,4.625,134400,28.16,40.64,0,0,0.0,0,0.0,1.0,2,2,2
2.0,35.0,6.0,794.0,3612.0,2.0,86384,72236,4166,73200,132050,95.0,1,0,360,360,1,1,1,0,8,1,4,25,998,1,1,3.5,132050,20.0,36.0,0,1,30.0,0,0.0,1.0,2,5,2
2.0,35.0,60.0,794.0,11614.0,5.0,65481,68239,3558,73100,122075,95.0,1,0,360,360,1,1,1,0,8,1,4,20,998,1,1,3.375,122075,22.0,32.0,0,1,30.0,0,0.0,1.0,2,5,2
2.0,35.0,27.0,794.0,11265.0,7.0,60304,59918,7683,65400,177000,74.0,6,0,360,360,1,2,0,0,5,1,2,63,60,1,1,3.5,177000,16.0,30.0,0,1,0.0,1,0.0,1.0,2,2,2
0.0,21.0,2.0,590.0,9361.0,19.597,57841,79347,6638,85100,171000,95.0,1,0,360,360,1,2,0,0,5,2,1,53,48,1,1,4.75,171000,27.92,38.31,0,1,30.0,1,0.0,1.0,2,2,2
2.0,35.0,28.0,162.0,1490.0,40.0,53807,74750,4801,77900,171000,95.0,1,0,360,360,1,1,1,0,8,2,4,26,998,1,1,3.25,171000,23.0,30.0,0,1,30.0,0,0.0,1.0,2,5,2
2.0,35.0,85.0,790.0,11303.0,11.0,67194,58646,7029,61300,172800,80.0,1,0,360,360,1,2,0,0,5,1,2,32,34,1,1,3.625,172800,17.0,36.0,0,1,0.0,0,0.0,1.0,1,2,2
0.0,21.0,1.0,574.0,11208.0,15.201,103833,73584,6096,81700,128000,80.0,1,0,360,360,1,2,0,0,5,1,1,38,70,1,1,4.375,128000,15.28,35.11,0,1,0.0,1,0.0,1.0,2,2,2
2.0,14.0,32.0,342.0,5308.0,11.0,171667,72045,8711,77800,197000,58.0,2,0,360,360,1,2,0,0,5,1,2,28,28,1,1,3.625,197000,15.0,22.0,0,1,0.0,0,0.0,1.0,2,2,2
0.0,21.0,16.0,785.0,9634.0,9.018,61534,87146,7232,95300,150000,67.0,1,0,360,360,1,1,0,0,8,1,4,52,998,1,1,4.5,150000,16.1,41.01,0,1,0.0,1,0.0,1.0,2,5,2
0.0,45.0,6.0,112.0,1637.0,5.358,56010,86874,6224,91600,142318,98.0,1,3,360,360,1,2,0,0,5,1,2,28,27,1,1,4.5,142318,17.58,30.67,0,0,0.0,1,0.0,1.0,2,2,2
0.0,45.0,6.0,112.0,1691.0,7.095,78777,86874,4853,91600,168686,99.0,1,3,360,360,1,1,1,0,8,2,4,33,998,1,1,4.25,168686,27.12,38.32,0,1,0.0,1,5.0,1.0,2,5,2
0.0,21.0,7.0,691.0,10259.0,5.701,56905,71396,3485,76000,149000,79.0,6,0,360,360,1,1,1,0,8,1,4,28,998,1,1,4.25,149000,31.54,35.32,0,1,0.0,1,0.0,1.0,2,5,2
0.0,21.0,7.0,691.0,10050.0,67.226,54554,71396,2934,76000,160000,59.0,1,0,360,360,1,1,0,0,8,1,4,30,998,1,1,4.375,160000,44.71,45.56,0,1,0.0,1,0.0,1.0,1,5,2
0.0,6.0,1.0,313.0,8829.0,36.497,87969,92999,5462,98400,133600,80.0,1,0,360,360,1,1,0,0,8,1,4,25,998,1,1,4.375,133600,24.23,24.23,0,1,0.0,1,5.0,1.0,2,5,2
6.0,32.0,61.0,346.0,157.0,29.57,105556,78504,9078,83900,145000,47.0,1,0,360,360,1,2,1,0,5,2,1,29,29,1,1,3.875,145000,17.89,19.16,0,1,0.0,0,0.0,1.0,2,2,2
0.0,6.0,1.0,313.0,8408.0,20.438,76520,90197,3250,96700,130760,95.0,1,0,360,360,1,1,0,0,8,1,4,37,998,1,1,4.625,133000,32.41,34.07,0,1,30.0,1,0.0,1.0,2,5,2
0.0,21.0,7.0,691.0,10307.0,42.949,60294,69235,8019,73900,146966,77.0,6,0,240,240,1,2,1,0,5,1,2,31,31,1,1,4.375,150000,15.67,18.85,0,0,0.0,1,0.0,1.0,2,2,2
2.0,17.0,40.0,794.0,4565.0,15.0,64470,66952,3583,68200,125600,80.0,1,0,360,360,1,1,0,0,8,2,4,36,998,1,1,3.75,125600,24.0,36.0,0,1,0.0,0,0.0,1.0,2,5,2
6.0,32.0,61.0,346.0,389.0,7.702,82074,78504,3380,83900,144000,80.0,1,0,360,360,1,2,1,0,5,2,1,33,30,1,1,3.75,144000,36.13,39.62,0,1,0.0,0,0.0,1.0,1,2,2
0.0,21.0,7.0,691.0,10309.0,20.565,70833,69235,4333,73900,128605,73.0,1,0,360,360,1,1,1,0,8,1,4,46,998,1,1,4.5,130000,23.75,27.52,0,1,0.0,1,0.0,1.0,2,5,2
0.0,21.0,7.0,691.0,10269.0,16.315,108771,71396,7141,76000,151000,69.0,6,0,360,360,1,2,1,0,5,1,2,74,70,1,1,4.375,151000,17.38,17.38,0,0,0.0,1,0.0,1.0,2,2,2
0.0,10.0,121.0,41.0,5590.0,34.457,62022,73493,6559,79200,148000,80.0,6,0,360,360,1,2,1,0,5,1,2,57,57,1,1,4.5,148000,15.81,22.77,0,0,0.0,1,0.0,1.0,2,2,2
6.0,32.0,57.0,169.0,11556.0,2.195,72411,62886,9579,66200,156000,79.0,2,0,240,240,1,2,0,0,5,1,2,32,34,1,1,3.25,156000,14.86,43.0,0,0,0.0,0,11.0,1.0,2,2,2
6.0,32.0,9.0,225.0,1637.0,6.907,95452,67879,9612,74000,149000,87.0,2,0,360,360,1,2,0,0,5,1,2,36,32,1,1,3.375,149000,12.69,35.29,0,1,25.0,0,0.0,1.0,2,2,2
2.0,35.0,34.0,143.0,3022.0,3.0,72621,75749,4660,80800,150000,54.0,6,0,360,360,1,2,0,0,5,1,2,64,64,1,1,3.5,150000,22.0,32.0,0,1,0.0,0,0.0,1.0,2,2,2
6.0,32.0,61.0,346.0,169.0,13.031,87759,78504,4729,83900,132000,80.0,6,0,360,360,1,1,0,0,8,2,4,68,998,1,1,3.5,132000,21.53,34.03,0,1,0.0,0,0.0,1.0,1,5,2
0.0,39.0,3.0,590.0,2449.0,12.45,78875,79347,3085,85100,154400,80.0,6,0,360,360,1,2,1,0,5,1,2,70,69,1,1,5.0,154400,37.26,37.81,0,0,0.0,1,0.0,1.0,2,2,2
0.0,39.0,4.0,590.0,3990.0,4.567,102018,79347,3377,85100,160000,67.0,1,0,360,360,1,1,0,0,8,1,4,36,998,1,1,4.375,160000,39.36,39.36,0,1,0.0,1,0.0,1.0,2,5,2
0.0,39.0,1.0,590.0,2846.0,6.22,96208,79347,4698,85100,160000,80.0,1,0,360,360,1,1,1,0,8,2,4,28,998,1,1,4.625,160000,24.7,44.26,0,1,0.0,1,0.0,1.0,2,5,2
6.0,38.0,65.0,794.0,11363.0,2.419,56897,59349,3985,63200,123405,95.0,1,0,360,360,1,1,0,0,8,2,4,49,998,1,1,3.5,123405,22.37,38.28,0,1,30.0,0,0.0,1.0,2,5,2
0.0,39.0,3.0,590.0,1858.0,8.269,90408,79347,4765,85100,175000,80.0,1,0,360,360,1,1,0,0,8,1,4,25,998,1,1,4.5,175000,32.7,49.64,0,1,0.0,1,5.0,1.0,2,5,2
6.0,32.0,42.0,539.0,9110.0,4.872,84483,64150,5098,66700,176000,65.0,6,0,360,360,1,1,0,0,8,2,4,67,998,1,1,3.875,176000,22.86,40.2,0,1,0.0,0,0.0,1.0,2,5,2
0.0,29.0,3.0,74.0,11350.0,2.81,54566,77020,27757,81600,125000,56.0,1,0,360,360,1,2,1,0,5,1,1,54,52,2,1,4.375,125000,20.27,49.06,0,0,0.0,0,0.0,1.0,2,2,2
0.0,29.0,10.0,91.0,4817.0,3.625,85539,102945,7229,109200,147250,95.0,1,0,360,360,1,2,0,0,5,2,1,31,30,1,1,4.625,147250,17.32,17.67,0,1,30.0,1,0.0,1.0,2,2,2
6.0,30.0,9.0,566.0,8544.0,8.926,109716,86184,8465,90100,174500,61.0,6,0,180,180,1,2,0,0,5,1,2,55,56,1,1,2.875,174500,26.0,38.0,0,0,0.0,0,0.0,1.0,2,2,2
2.0,17.0,13.0,794.0,11288.0,5.0,51042,55167,11202,56500,159000,80.0,1,0,360,360,1,2,0,0,5,1,2,60,48,1,1,3.875,159000,7.0,24.0,0,1,0.0,1,2.0,1.0,2,2,2
6.0,30.0,0.0,42.0,1771.0,25.901,87644,70984,5773,76900,157000,61.0,2,0,240,240,1,2,0,0,5,1,2,28,28,1,1,3.875,157000,28.75,37.0,0,1,0.0,0,0.0,1.0,2,2,2
0.0,6.0,1.0,313.0,8429.0,9.333,87112,92999,3329,98400,155300,94.0,1,0,360,360,1,1,0,0,8,1,4,30,998,1,1,4.0,155300,35.06,43.14,0,1,30.0,1,0.0,1.0,2,5,2
0.0,6.0,1.0,313.0,8778.0,12.664,184904,92999,11636,98400,300000,80.0,1,0,360,360,1,2,0,0,5,1,2,27,28,1,1,4.0,300000,19.11,30.52,0,1,0.0,1,0.0,1.0,2,2,2
2.0,42.0,19.0,794.0,11679.0,12.0,57637,57262,5354,58400,170800,80.0,1,0,360,360,1,1,0,0,8,1,4,40,998,1,1,4.0,170800,22.0,22.0,0,1,0.0,0,0.0,1.0,2,5,2
0.0,21.0,14.0,91.0,8920.0,4.073,93306,102945,5974,109200,176000,80.0,6,0,360,360,1,1,1,0,8,1,4,36,998,1,1,4.25,176000,21.9,43.26,0,1,0.0,1,5.0,1.0,2,5,2
2.0,35.0,82.0,794.0,11694.0,1.0,85688,70571,6787,71800,152000,71.0,2,0,360,360,1,1,0,0,8,1,4,22,998,1,1,3.5,152000,13.0,19.0,0,1,0.0,0,0.0,1.0,2,5,2
2.0,14.0,19.0,794.0,11636.0,6.0,51458,60637,5508,64500,159300,90.0,2,0,360,360,1,2,0,0,5,1,2,27,26,1,1,3.375,159300,18.0,34.0,0,0,25.0,0,0.0,1.0,2,2,2
6.0,32.0,44.0,518.0,1613.0,20.174,100440,87066,4333,92900,152020,102.0,1,3,360,360,1,1,1,0,8,1,4,26,998,1,1,3.625,152020,29.41,35.04,0,1,0.0,0,0.0,1.0,2,5,2
2.0,35.0,22.0,794.0,8841.0,1.0,78948,60582,3790,65400,164300,77.0,2,0,240,240,1,1,0,0,8,1,4,23,998,1,1,3.5,164300,33.0,33.0,0,1,0.0,0,0.0,1.0,2,5,2
6.0,32.0,31.0,614.0,2302.0,9.14,86167,71548,5565,75800,128000,77.0,1,0,360,360,1,1,1,0,8,1,4,27,998,1,1,3.75,128000,19.52,20.33,0,1,0.0,0,0.0,1.0,2,5,2
6.0,32.0,58.0,518.0,6090.0,20.546,106994,87066,12615,92900,175000,52.0,6,0,360,360,1,2,0,0,5,1,2,65,63,1,1,3.125,175000,11.91,25.03,0,0,0.0,0,0.0,1.0,2,2,2
2.0,35.0,24.0,162.0,1894.0,18.0,134027,74750,4493,77900,168000,80.0,1,0,360,360,1,1,1,0,8,2,4,32,998,1,1,3.625,168000,24.0,32.0,0,1,0.0,0,0.0,1.0,2,5,2
6.0,32.0,58.0,518.0,5958.0,87.045,55724,87066,3874,92900,170000,48.0,6,0,360,360,1,1,0,0,8,2,4,72,998,1,1,3.375,170000,34.0,46.65,0,1,0.0,0,0.0,1.0,2,5,2
2.0,14.0,25.0,427.0,4578.0,5.0,80735,69748,7299,75600,173500,66.0,2,0,360,360,1,1,0,0,8,1,4,55,998,1,1,3.75,173500,18.0,30.0,0,1,0.0,0,0.0,1.0,2,5,2
6.0,32.0,58.0,518.0,6108.0,14.225,121250,87066,6242,92900,147000,35.0,6,0,360,360,1,2,0,0,5,2,1,74,73,1,1,3.25,147000,24.07,40.81,0,0,0.0,0,0.0,1.0,2,2,2
0.0,21.0,16.0,785.0,9834.0,14.875,120521,87146,4167,95300,139200,80.0,6,0,360,360,1,1,1,0,8,2,4,30,998,1,1,4.375,139200,30.7,31.87,0,1,0.0,1,5.0,1.0,2,5,2
0.0,21.0,16.0,785.0,9638.0,40.526,41987,87146,7146,95300,168000,70.0,6,0,300,300,1,2,1,0,5,2,1,50,58,1,1,4.25,168000,18.55,39.4,0,0,0.0,1,0.0,1.0,2,2,2
6.0,32.0,33.0,518.0,8782.0,24.286,107969,87066,8493,92900,130000,28.0,6,0,180,180,1,1,0,0,8,1,4,51,998,1,1,2.875,130000,23.22,26.25,0,1,0.0,0,0.0,1.0,2,5,2
6.0,32.0,58.0,518.0,5956.0,16.884,79637,87066,10499,92900,166000,43.0,2,0,360,360,1,2,0,0,5,1,1,63,57,1,1,3.5,166000,15.47,27.25,0,1,0.0,0,0.0,1.0,2,2,2
0.0,21.0,15.0,91.0,5904.0,61.395,67386,93912,4531,94000,167626,57.0,6,0,360,360,1,1,1,0,8,1,4,46,998,1,1,4.125,176000,30.17,44.71,0,1,0.0,1,5.0,1.0,2,5,2
2.0,35.0,34.0,143.0,2978.0,5.0,105364,75749,5720,80800,175750,95.0,1,0,360,360,1,2,1,0,5,1,2,27,26,1,1,3.75,175750,21.0,27.0,0,1,30.0,0,0.0,1.0,2,2,2
6.0,32.0,58.0,518.0,6124.0,29.105,95446,87066,10006,92900,172000,63.0,2,0,360,360,1,2,0,0,5,1,2,26,26,1,1,3.5,172000,17.73,28.33,0,0,0.0,0,0.0,1.0,2,2,2
0.0,21.0,0.0,56.0,1786.0,9.117,77679,76311,11602,80300,121240,75.0,1,0,324,324,1,2,1,0,5,1,2,48,48,2,1,4.25,130782,11.96,25.18,0,0,0.0,0,5.0,1.0,2,2,2
6.0,32.0,58.0,518.0,5326.0,35.489,110109,87066,7647,92900,150000,49.0,6,0,360,360,1,2,0,0,5,2,1,50,63,1,1,3.125,150000,17.15,30.64,0,0,0.0,0,0.0,1.0,2,2,2
0.0,21.0,14.0,91.0,8704.0,52.506,64063,102945,10642,109200,180000,80.0,6,0,360,360,1,2,1,0,5,2,1,43,41,1,1,3.875,180000,11.92,23.59,0,1,0.0,1,0.0,1.0,2,2,2
2.0,38.0,1.0,573.0,7981.0,8.0,109231,74705,7684,79300,152728,84.0,2,0,360,360,1,2,0,0,5,1,2,35,30,1,1,3.75,153000,13.0,21.0,0,1,25.0,0,0.0,1.0,2,2,2
2.0,35.0,34.0,143.0,2723.0,6.0,84728,75749,2373,80800,132000,80.0,1,0,360,360,1,1,1,0,8,2,4,30,998,1,1,3.375,132000,38.0,43.0,0,1,0.0,0,0.0,1.0,2,5,2
0.0,21.0,15.0,91.0,5770.0,16.791,130771,102945,11274,109200,170000,34.0,6,0,360,360,1,1,1,0,8,2,4,68,998,1,1,4.5,170000,9.72,11.26,0,1,0.0,1,5.0,1.0,2,5,2
0.0,21.0,13.0,91.0,8121.0,7.347,101739,102945,6200,109200,149000,43.0,1,0,360,360,1,1,0,0,8,1,4,64,998,1,1,4.25,149000,18.03,23.17,0,1,0.0,1,0.0,1.0,2,5,2
0.0,39.0,3.0,590.0,2244.0,38.53,93438,79347,4433,85100,159926,80.0,6,0,360,360,1,1,1,0,8,2,4,61,998,1,1,4.5,160000,27.47,37.75,0,1,0.0,1,0.0,1.0,2,5,2
2.0,35.0,34.0,143.0,2618.0,2.0,104737,75749,6619,80800,173000,50.0,2,0,360,360,1,1,0,0,8,1,4,29,998,1,1,3.5,173000,20.0,38.0,0,1,0.0,0,0.0,1.0,2,5,2
6.0,30.0,15.0,518.0,10223.0,6.543,101719,87066,11168,92900,150000,26.0,1,0,360,360,1,2,0,0,5,2,1,30,34,1,1,3.875,150000,17.09,33.72,0,0,0.0,1,0.0,1.0,2,2,2
0.0,21.0,15.0,91.0,3907.0,72.082,38846,102945,7088,109200,160000,40.0,6,0,360,360,1,1,1,0,8,2,4,53,998,1,1,4.25,160000,12.0,28.0,0,1,0.0,1,0.0,1.0,2,5,2
2.0,35.0,34.0,143.0,2723.0,6.0,84728,75749,8977,80800,171000,90.0,1,0,360,360,1,2,0,0,5,1,2,27,28,1,1,3.625,171000,14.0,22.0,0,1,25.0,0,0.0,1.0,2,2,2
0.0,19.0,2.0,583.0,204.0,9.453,91357,80629,6034,86700,152000,59.0,6,0,240,240,1,2,1,0,5,2,1,80,33,1,1,4.625,152000,22.1,38.27,0,1,0.0,1,0.0,1.0,2,2,2
0.0,19.0,2.0,583.0,530.0,8.839,49482,80629,6893,86700,145500,65.0,6,0,240,240,1,2,1,0,5,1,2,61,57,1,1,5.25,145500,18.65,25.77,0,0,0.0,1,0.0,1.0,2,2,2
6.0,30.0,18.0,518.0,9726.0,16.169,80907,87066,7440,92900,152000,79.0,1,0,360,360,1,2,1,0,5,2,1,22,53,1,1,4.125,152000,18.93,43.69,0,1,0.0,1,5.0,1.0,2,2,2
6.0,30.0,21.0,518.0,4143.0,17.008,108144,87066,3791,92900,144000,80.0,1,0,360,360,1,1,1,0,8,1,4,27,998,1,1,4.125,144000,36.66,46.52,0,1,0.0,0,5.0,1.0,2,5,2
0.0,19.0,4.0,794.0,11606.0,4.126,63462,66242,3343,68400,144000,90.0,1,0,360,360,1,1,0,0,8,2,4,30,998,1,1,4.5,144000,22.0,31.0,0,1,25.0,1,0.0,1.0,2,5,2
0.0,21.0,16.0,785.0,9924.0,7.758,64250,87146,4125,95300,151000,73.0,1,0,360,360,1,2,1,0,5,1,2,53,54,1,1,4.125,151000,24.28,47.6,0,1,0.0,1,0.0,1.0,2,1,2
0.0,21.0,7.0,691.0,10352.0,4.631,76964,71396,6738,76000,146000,79.0,6,0,240,240,1,1,1,0,8,2,4,56,998,1,1,4.0,146000,17.48,38.21,0,1,0.0,1,0.0,1.0,2,5,2
2.0,35.0,86.0,794.0,2573.0,2.0,70816,60549,6600,65400,171200,74.0,6,0,360,360,1,2,0,0,5,1,2,38,35,1,1,3.875,171200,18.0,41.0,0,0,0.0,0,0.0,1.0,2,2,2
6.0,32.0,0.0,9.0,204.0,25.665,91477,86808,6028,89900,134100,90.0,6,0,360,360,1,1,0,0,8,1,4,48,998,1,1,3.5,134100,17.42,41.71,0,1,25.0,0,0.0,1.0,2,5,2
6.0,32.0,54.0,9.0,9828.0,3.939,73148,86808,6357,89900,130000,79.0,1,0,360,360,1,1,0,0,8,2,4,63,998,1,1,3.625,130000,16.17,28.12,0,1,0.0,0,0.0,1.0,2,5,2
6.0,32.0,52.0,9.0,4352.0,5.367,94457,86808,5952,89900,145000,76.0,6,0,240,240,1,1,0,0,8,1,4,35,998,1,1,3.375,145000,18.51,40.34,0,1,0.0,0,0.0,1.0,2,5,2
2.0,42.0,44.0,794.0,11635.0,5.0,46534,49304,3652,52500,160300,65.0,6,0,360,360,1,1,0,0,8,1,4,69,998,1,1,3.875,160300,28.0,29.0,0,1,0.0,0,0.0,1.0,2,5,2
6.0,32.0,53.0,9.0,2827.0,21.478,63044,86808,9026,89900,144000,90.0,6,0,360,360,1,2,0,0,5,2,2,42,36,1,1,3.5,144000,14.38,42.61,0,0,25.0,0,0.0,1.0,2,2,2
6.0,32.0,0.0,9.0,2138.0,18.892,104020,86808,4875,89900,175000,62.0,2,0,360,360,1,1,0,0,8,1,4,36,998,1,1,3.625,175000,28.23,36.06,0,1,0.0,0,0.0,1.0,2,5,2
0.0,45.0,7.0,112.0,2573.0,3.705,82862,86874,6052,91600,168884,99.0,1,1,360,360,1,2,1,0,5,2,1,27,26,1,1,3.25,168884,18.96,40.58,0,0,0.0,0,0.0,1.0,2,2,2
0.0,45.0,3.0,112.0,443.0,9.516,93667,86874,4430,91600,164763,80.0,6,2,360,360,1,2,0,0,5,1,2,39,41,1,1,3.375,164763,22.98,36.45,0,0,0.0,0,0.0,1.0,2,2,2
7.0,38.0,16.0,695.0,1691.0,1.806,67679,75715,3779,82400,157500,66.0,6,0,360,360,1,1,1,0,8,1,4,40,998,1,1,4.75,157500,27.97,37.95,0,1,0.0,1,0.0,1.0,2,5,2
7.0,38.0,16.0,695.0,1784.0,4.083,68190,75715,7317,82400,175200,80.0,1,0,360,360,1,1,1,0,8,2,4,57,998,1,1,4.625,175200,17.4,42.9,0,1,0.0,1,0.0,1.0,2,5,2
7.0,38.0,7.0,20.0,1830.0,4.403,78354,59092,7371,65100,148000,80.0,1,0,360,360,1,2,1,0,5,1,2,70,72,1,1,5.125,148000,14.37,39.27,0,0,0.0,1,0.0,1.0,2,2,2
7.0,38.0,1.0,573.0,8315.0,11.54,103787,71810,12641,76000,168000,80.0,1,0,360,360,1,2,0,0,5,1,2,25,26,1,1,4.5,168000,10.95,16.9,0,0,0.0,1,5.0,1.0,3,2,2
7.0,38.0,70.0,573.0,9867.0,3.297,108079,71810,16691,76000,146600,80.0,1,0,360,360,1,1,1,0,8,1,4,52,998,1,1,4.75,146600,6.32,28.16,0,1,0.0,0,0.0,1.0,2,5,2
0.0,19.0,19.0,583.0,3172.0,5.395,69670,80629,3750,86700,152000,77.0,2,0,360,360,1,1,0,0,8,1,4,26,998,1,1,4.375,152000,28.08,36.75,0,1,0.0,0,0.0,1.0,2,5,2
7.0,38.0,70.0,573.0,9910.0,4.342,76599,71810,4728,76000,160000,77.0,1,0,360,360,1,1,1,0,8,2,4,67,998,1,1,5.0,160000,26.17,35.83,0,1,0.0,1,0.0,1.0,2,5,2
7.0,38.0,61.0,660.0,4564.0,1.646,58081,60424,4697,60500,125000,65.0,6,0,360,360,1,1,1,0,8,1,4,48,998,1,1,4.75,125000,17.67,27.3,0,1,0.0,1,0.0,1.0,2,5,2
7.0,38.0,21.0,420.0,3172.0,2.244,67316,58173,5320,60900,158925,78.0,2,0,360,360,1,1,1,0,8,1,4,36,998,1,1,5.0,158925,22.92,46.92,0,1,0.0,1,0.0,1.0,2,5,2
2.0,35.0,10.0,143.0,1751.0,3.0,81250,75749,5727,80800,168000,62.0,2,0,360,360,1,1,0,0,8,1,4,37,998,1,1,3.75,168000,21.0,29.0,0,1,0.0,0,0.0,1.0,2,5,2
7.0,38.0,61.0,660.0,4536.0,3.824,71415,60424,7720,60500,177200,80.0,1,0,360,360,1,2,1,0,5,1,2,32,31,1,1,5.0,177200,16.41,27.39,0,0,0.0,1,0.0,1.0,2,2,2
0.0,9.0,39.0,120.0,3544.0,50.728,36071,61847,6522,67100,130000,73.0,6,0,360,360,1,2,0,0,5,2,1,28,36,1,1,3.75,130000,12.28,48.88,0,0,0.0,1,0.0,1.0,2,2,2
7.0,38.0,53.0,85.0,3921.0,10.429,79050,61581,4602,59800,142000,74.0,1,0,360,360,1,1,0,0,8,2,4,24,998,1,1,4.375,142000,21.1,28.75,0,1,0.0,1,0.0,1.0,2,5,2
